"Title","Author","Recipient","Date","","","From","","","To","Collection"
"Benson34"," Mary  Benson "," Fleetwood   Benson ","July 26, 1865","Clover Creek","Blair County","PA","Norfolk","","VA","Fleetwood Benson Papers"
"Benson37"," Mary  Benson "," Fleetwood   Benson ","August 2, 1865","Clover Creek","Blair County","PA","Norfolk","","VA","Fleetwood Benson Papers"
"Benson6"," Mary  Benson "," Fleetwood   Benson ","March 31, 1865","Clover Creek","Blair County","PA","Hilton Head Island","","SC","Fleetwood Benson Papers"
"Benson9"," Mary  Benson "," Fleetwood   Benson ","April 6, 1865","Clover Creek","Blair County","PA","Hilton Head Island","","SC","Fleetwood Benson Papers"
"Boyer30"," Isaac  Bentz "," Peter  Boyer Sr.,  Cyrus  Engle ","July 26, 1865","Brickersville","","PA","","Lancaster County","PA","Boyer Family Papers"
"Boyer30"," Isaac  Bentz "," Peter  Boyer Sr.,  Cyrus  Engle ","July 26, 1865","Brickersville","","PA","","Lancaster County","PA","Boyer Family Papers"
"Boyer5"," Peter  Boyer Jr."," Peter  Boyer Sr.","November 20, 1862","Harrisburg","","PA","","Lancaster County","PA","Boyer Family Papers"
"Cauler1"," Samuel Y. Cauler "," Louisa  Cauler ","June 22, 1864","Philadelphia","Philadelphia County","PA","Caernarvan Township","Lancaster County","PA","Samuel Y. Cauler Papers"
"Cauler11"," Louisa  Cauler "," Samuel Y. Cauler ","September 5, 1864","Caernarvan Township","Lancaster County","PA","Alexandria","","VA","Samuel Y. Cauler Papers"
"Cauler16"," Conrad  Burks "," Samuel Y. Cauler ","","Winfield Township","Butler County","PA","","","","Samuel Y. Cauler Papers"
"Compton1"," John W. Compton  "," Naomi  Compton ,  Mary Jane Compton ","March 20, 1865","Harrisburg","","PA","","Indiana County","PA","John W. Compton Letters"
"Compton1"," John W. Compton  "," Naomi  Compton ,  Mary Jane Compton ","March 20, 1865","Harrisburg","","PA","","Indiana County","PA","John W. Compton Letters"
"Compton18"," Mary Jane Compton ,  Naomi  Compton "," John W. Compton  ","August 15, 1865","","Indiana County","PA","Petroleum","Ritchie County","WV","John W. Compton Letters"
"Compton18"," Mary Jane Compton ,  Naomi  Compton "," John W. Compton  ","August 15, 1865","","Indiana County","PA","Petroleum","Ritchie County","WV","John W. Compton Letters"
"Compton3"," John W. Compton  "," Naomi  Compton ,  Mary Jane Compton ","March 22, 1865","Harrisburg","","PA","","Indiana County","PA","John W. Compton Letters"
"Compton3"," John W. Compton  "," Naomi  Compton ,  Mary Jane Compton ","March 22, 1865","Harrisburg","","PA","","Indiana County","PA","John W. Compton Letters"
"Crandall12"," William   Jacox "," George M. Crandall ","December 10, 1864","Brookville","","PA","","","","Crandall Family Papers"
"Dalton23"," Amos Harrison Dalton "," Smallwood Jefferson Dalton ,  Elizabeth  Dalton ","April 12, 1862","","Schuylkill County","PA","","Greenville County","SC","Dalton Family Papers, 1839-1904"
"Dalton23"," Amos Harrison Dalton "," Smallwood Jefferson Dalton ,  Elizabeth  Dalton ","April 12, 1862","","Schuylkill County","PA","","Greenville County","SC","Dalton Family Papers, 1839-1904"
"Foster16"," Jane  Foster "," Mary   Foster ","July 5, 1863","Waterford","Erie County","PA","","Erie County","PA","Foster Family Papers"
"Foster17"," Elijah  Foster "," Lyman  Foster ","December 3, 1863","Philadelphia","","PA","","","","Foster Family Papers"
"Foster3"," Lyman  Foster "," Mary   Foster ","November 12, 1862","Pittsburg","","PA","","Erie County","PA","Foster Family Papers"
"Foster4"," Lyman  Foster "," Mary   Foster ","November 16, 1862","Pittsburg","","PA","","Erie County","PA","Foster Family Papers"
"Getchell18"," Otis  Getchell "," Joel  Getchell ","August 4, 1864","Bristol","","PA","","Somerset County","ME","Getchell Family"
"Getchell27"," Otis  Getchell "," Joel  Getchell ","January 16, 1865","Bristol","","PA","","Somerset County","ME","Getchell Family"
"Gilmer1"," Elias W. Gilmer "," Saluma  Gilmer ","November 29, 1862","Philadelphia","","PA","","Bucks County","PA","Elias Gilmer Collection"
"Henry5","“your Parents”"," Amos  Henry ","June 7, 1863","","Lebanon County","PA","","","VA","Amos Henry Collection"
"JamesMiller1"," James H. Miller ","Brother of James S. Miller","June 20, 1861","Oakmont","","PA","","Lawrence County","PA","James Miller Papers"
"JamesMiller10"," John  McCurley "," Mary J. Miller ","July 28, 1863","West Middlesex","Mercer County","PA","","","","James Miller Papers"
"JamesMiller2"," James S. Miller ","Miller Family","July 9, 1861","Oakmont","","PA","","Lawrence County","PA","James Miller Papers"
"JamesMiller3"," James H. Miller ","Dear Aunt and friends","July 22, 1861","Oakmont","","PA","","Lawrence County","PA","James Miller Papers"
"Jamison1"," John E. Jamison "," Sarah  Jamison ","July 3, 1863","Harrisburg","","PA","Fayette Township","Juniata County","PA","John Jamison Collection"
"Jamison2"," John E. Jamison ","“Friends at home""","July 12, 1863","Papertown","","PA","","Juniata County","PA","John Jamison Collection"
"Jamison3"," John E. Jamison ","“Dear Brother of Jamison”","July 19, 1863","Gettysburg","Adams County","PA","Amity Township","Juniata County","PA","John Jamison Collection"
"LutherGranger1"," Luther  Granger "," Sabra S. White Granger ","November 11, 1861","Harrisburg","","PA","Rush","Susquehanna County","PA","Luther Granger Letters"
"LutherGranger2"," Luther  Granger "," Sabra S. White Granger ","","Harrisburg","","PA","Rush","Susquehanna County","PA","Luther Granger Letters"
"LutherGranger31","A Cousin and H. Webber"," Sabra S. White Granger ","July 10, 1863","","Susquehanna County","PA","Rush","Susquehanna County","PA","Luther Granger Letters"
"Murphy1"," Sarah A. Murphy ","Brother of Sarah A. Murphy","July 6, 1863","Pine Grove Mills","","PA","","","","Sarah A. Murphy Collection"
"Oswald1"," Peter  Oswald "," John  Oswald ","September 11, 1864","Harrisburg","","PA","","Lehigh County","PA","Peter Oswald Correspondence, 1864-1865"
"Oswald12"," John  Oswald "," Peter  Oswald ","December 7, 1864","White Hall","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald15"," William G. Agnew"," Peter  Oswald ","January 12, 1865","Slatington","","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald17"," Jeremiah  Oswald "," Peter  Oswald ","January 22, 1865","Schnecksville","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald2"," Jeremiah  Oswald "," Peter  Oswald ","October 2, 1864","","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald20"," Adam  Ritter "," Peter  Oswald ","February 26, 1865","Washington Township","","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald22"," John  Oswald "," Peter  Oswald ","March 12, 1865","White Hall","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald23"," John  Oswald "," Peter  Oswald ","March 26, 1865","White Hall","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald25"," Jeremiah  Oswald "," Peter  Oswald ","May 2, 1865","Schnecksville","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald3"," Adam  Ritter "," Peter  Oswald ","October 9, 1864","","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald4"," Jeremiah  Oswald "," Peter  Oswald ","October 21, 1864","","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald5"," Adam  Ritter "," Peter  Oswald ","October 24, 1864","","Lehigh County","PA","","","","Peter Oswald Correspondence, 1864-1865"
"Oswald8"," Jeremiah  Oswald "," Peter  Oswald ","November 9, 1864","White Hall","Lehigh County","PA","","","VA","Peter Oswald Correspondence, 1864-1865"
"SamuelHartman1"," Samuel P. Hartman "," Jefferson  Hartman ","July 12, 1863","Shamokin","Snyder County","PA","","","","Jefferson Hartman Papers, 1863-1865"
"Skelly17"," H. G. Fahnestock "," Daniel  Skelly ","June 10, 1863","Gettysburg","Adams County","PA","West Point","","NY","Skelly Family Papers"
"Skelly18"," Elizabeth A. Skelly "," Johnston H. Skelly ","","Gettysburg","Adams County","PA","","","","Skelly Family Papers"
"Skelly19"," James W. Rouyer "," Daniel  Skelly ","November 21, 1864","Gettysburg","Adams County","PA","","","","Skelly Family Papers"
"Skelly4"," Elizabeth A. Skelly "," Johnston H. Skelly ","December 25, 1861","Gettysburg","Adams County","PA","Lutherville","","MD","Skelly Family Papers"
"Skelly7"," Elizabeth A. Skelly "," Johnston H. Skelly ","April 16, 1862","Gettysburg","Adams County","PA","Lutherville","","MD","Skelly Family Papers"
"Skelly9"," Daniel  Skelly "," Charles E. Skelly ","May 21, 1862","Gettysburg","Adams County","PA","Lutherville","","MD","Skelly Family Papers"
"Spire12"," Susanna  Spire "," Charles W. Spire ","May 29, 1863","","Dauphin County","PA","Yorktown","","VA","Charles W. Spire Letters"
"Spire2"," Susanna  Spire "," Charles W. Spire ","December 14, 1862","","Dauphin County","PA","Newport News","","VA","Charles W. Spire Letters"
"Spire4"," Susanna  Spire "," Susanna  Spire ","December 22, 1862","","Dauphin County","PA","Newport News","","VA","Charles W. Spire Letters"
"WilliamHenry1"," William H.  Henry ","“Dear Sister”","July 15, 1861","Easton","","PA","Coatesville","Chester County","PA","William Henry Collection"
"Williams13"," James Halloway Williams "," Mary  Williams ","June 24, 1863","Chambersburg","","PA","","Chambers County","AL","James and Robert Williams Letters"
