"Title","Author","Recipient","Date","","","From","","","To","Collection"
"Pratt46"," James  Pratt "," Charlotte  Pratt ","April 18, 1863","Winchester","","KY","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt47"," James  Pratt "," Charlotte  Pratt ","April 20, 1863","Winchester","","KY","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt48"," James  Pratt "," Charlotte  Pratt ","","Winchester","","KY","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt49"," James  Pratt "," Charlotte  Pratt ","","Winchester","","KY","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt50"," James  Pratt "," Charlotte  Pratt ","April 28, 1863","Winchester","","KY","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt51"," James  Pratt "," Charlotte  Pratt ","August 18, 1863","Covington","","KY","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt52"," George  D.  Hodges "," Charlotte  Pratt ","August 24, 1863","Covington","","KY","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt53"," George  D.  Hodges "," Charlotte  Pratt ","September 5, 1863","Covington","","KY","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Revis19"," Daniel Webster Revis "," Sarepta Ward Revis ","May 13, 1863","","Wayne County","KY","","Henderson County","NC","Daniel W. Revis Letters"
"Rogers4"," James P. Rogers "," Reece  Rogers ","October 1, 1862","Albany","","KY","","Dekalb County","AL","Rogers Family Letters"
"Rose1"," Andrew H. Rose "," John  Rose ,  Ellen  Rose  ","January 21, 1863","Louisville","","KY","Dover","Cuyahoga County","OH","Andrew Rose Papers"
"Rose1"," Andrew H. Rose "," John  Rose ,  Ellen  Rose  ","January 21, 1863","Louisville","","KY","Dover","Cuyahoga County","OH","Andrew Rose Papers"
"Rose2"," Andrew H. Rose "," John  Rose ,  Ellen  Rose  ","January 25, 1863","Elizabethtown","","KY","Dover","Cuyahoga County","OH","Andrew Rose Papers"
"Rose2"," Andrew H. Rose "," John  Rose ,  Ellen  Rose  ","January 25, 1863","Elizabethtown","","KY","Dover","Cuyahoga County","OH","Andrew Rose Papers"
"Sandlin1"," Alfred W. Sandlin ","Brothers and Sisters of Alfred W. Sandlin","","","Christian County","KY","","","MS","A. W. Sandlin Letters "
"WilliamCulbertson21"," William  Culbertson "," Julina  Culbertson ","August 31, 1863","Louisville","","KY","Bridgewater","Williams County","OH","William Culbertson Papers"
"WilliamCulbertson5"," William  Culbertson "," Julina  Culbertson ","October 23, 1862","Lebanon","","KY","Bridgewater","Williams County","OH","William Culbertson Papers"
"WilliamCulbertson6"," William  Culbertson "," Julina  Culbertson ","October 28, 1862","Lebanon","","KY","Bridgewater","Williams County","OH","William Culbertson Papers"
"Wort1"," Loyal Barber Wort "," Susan G. (Hendershot) Wort ","January 19, 1862","Elizabethtown","","KY","Hicksville","Defiance County","OH","Loyal Barber Wort Papers"
"Wort2"," Loyal Barber Wort "," Susan G. (Hendershot) Wort ","February 3, 1862","Elizabethtown","","KY","Hicksville","Defiance County","OH","Loyal Barber Wort Papers"
"Wort3"," Loyal Barber Wort "," Susan G. (Hendershot) Wort ","February 17, 1862","Bowling Green","","KY","Hicksville","Defiance County","OH","Loyal Barber Wort Papers"
