"Title","Author","Recipient","Date","","","From","","","To","Collection"
"Barlow40"," Joseph  Barlow "," Ellen  Barlow ","June 26, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow41"," Joseph  Barlow "," Ellen  Barlow ","June 30, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow43"," Joseph  Barlow "," Ellen  Barlow ","July 5, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow44"," Joseph  Barlow "," Ellen  Barlow ","July 22, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow45"," Joseph  Barlow "," Ellen  Barlow ","July 29, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow46"," Joseph  Barlow "," Ellen  Barlow ","July 31, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow47"," Joseph  Barlow "," Joseph  Barlow ","August 17, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow48"," Joseph  Barlow "," Ellen  Barlow ","September 17, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow49"," Joseph  Barlow "," Ellen  Barlow ","September 20, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow50"," Joseph  Barlow "," Ellen  Barlow ","September 24, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow51"," Joseph  Barlow "," Ellen  Barlow ","October 10, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow52"," Joseph  Barlow "," Ellen  Barlow ","October 23, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow53"," Joseph  Barlow "," Ellen  Barlow ","October 25, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow54"," Joseph  Barlow "," Ellen  Barlow ","November 11, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow55"," Joseph  Barlow "," Ellen  Barlow ","November 20, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow56"," Joseph  Barlow "," Ellen  Barlow ","December 2, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow63"," Joseph  Barlow "," Ellen  Barlow ","July 5, 1863","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow64"," Joseph  Barlow "," Ellen  Barlow ","July 10, 1863","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow65"," Joseph  Barlow "," Joseph  Barlow ","July 30, 1863","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow66"," Joseph  Barlow "," Ellen  Barlow ","October 7, 1863","Morehead City","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow78"," Joseph  Barlow "," Ellen  Barlow ","April 29, 1865","Kinston","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow79"," Joseph  Barlow "," Ellen  Barlow ","May 10, 1862","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Barlow80"," Joseph  Barlow "," Ellen  Barlow ","June 18, 1865","New Bern","","NC","Newburyport","Essex County","MA","Joseph Barlow Collection"
"Bleckley1"," Franklin A. Bleckley"," James Bleckley,  William L. Bleckley","August 14, 1862","","Catawba County","NC","Richmond","","VA","F. A. Bleckley Papers"
"Bleckley1"," Franklin A. Bleckley"," James Bleckley,  William L. Bleckley","August 14, 1862","","Catawba County","NC","Richmond","","VA","F. A. Bleckley Papers"
"Bleckley11"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","December 16, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley11"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","December 16, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley11"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","December 16, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley12"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","January 20, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley12"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","January 20, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley12"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","January 20, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley14"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","February 18, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley14"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","February 18, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley14"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","February 18, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley15"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","March 19, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley15"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","March 19, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley15"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","March 19, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley16"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","March 26, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley16"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","March 26, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley16"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","March 26, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley17"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","April 2, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley17"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","April 2, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley17"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","April 2, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley18"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","April 9, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley18"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","April 9, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley18"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","April 9, 1865","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley2"," L. M. Bleckley"," Cousin Bleckley","October 11, 1863","","Catawba County","NC","","","","F. A. Bleckley Papers"
"Bleckley3"," William L. Bleckley"," Charles Bleckley,  Ann Bleckley","January 3, 1864","Weldon","Halifax County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley3"," William L. Bleckley"," Charles Bleckley,  Ann Bleckley","January 3, 1864","Weldon","Halifax County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley4"," William L. Bleckley"," Ann Bleckley","March 13, 1864","Weldon","Halifax County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley6"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","November 10, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley6"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","November 10, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley6"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","November 10, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley7"," Franklin A. Bleckley"," Charles Bleckley","November 15, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley8"," Franklin A. Bleckley"," Robert H. Cook,  Sister Cook","November 24, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley8"," Franklin A. Bleckley"," Robert H. Cook,  Sister Cook","November 24, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley9"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","December 9, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley9"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","December 9, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Bleckley9"," Franklin A. Bleckley"," Charles Bleckley,  Ann Bleckley,    Bleckley ","December 9, 1864","Greensboro","Guilford County","NC","","Catawba County","NC","F. A. Bleckley Papers"
"Breneman4"," Amos  Breneman "," Abraham  Good ","March 7, 1864","Wilmington","","NC","","","","Breneman Letters"
"Breneman5"," Amos  Breneman "," Abraham  Good ","March 30, 1865","","","NC","","","","Breneman Letters"
"Breneman6"," Amos  Breneman "," Abraham  Good ","April 26, 1865","Raleigh","","NC","","","","Breneman Letters"
"Brotherton16"," Henry  Brotherton "," Martha Elizabeth Brotherton ","April 17, 1863","Washington","","NC","","Catawba County","NC","William H. Brotherton Papers, 1861-1870"
"Brotherton34"," William H. Brotherton "," Nancy  Brotherton ,  Martha Elizabeth Brotherton ","April 8, 1864","Salisbury","","NC","","Catawba County","NC","William H. Brotherton Papers, 1861-1870"
"Brotherton34"," William H. Brotherton "," Nancy  Brotherton ,  Martha Elizabeth Brotherton ","April 8, 1864","Salisbury","","NC","","Catawba County","NC","William H. Brotherton Papers, 1861-1870"
"Brotherton43"," Thomas  Brotherton ,  Nancy  Brotherton ,  Martha Elizabeth Brotherton "," William H. Brotherton ","September 5, 1864","","Catawba County","NC","","","","William H. Brotherton Papers, 1861-1870"
"Brotherton43"," Thomas  Brotherton ,  Nancy  Brotherton ,  Martha Elizabeth Brotherton "," William H. Brotherton ","September 5, 1864","","Catawba County","NC","","","","William H. Brotherton Papers, 1861-1870"
"Brotherton43"," Thomas  Brotherton ,  Nancy  Brotherton ,  Martha Elizabeth Brotherton "," William H. Brotherton ","September 5, 1864","","Catawba County","NC","","","","William H. Brotherton Papers, 1861-1870"
"Brotherton45"," Thomas  Brotherton "," William H. Brotherton ","January 24, 1865","","Catawba County","NC","","","","William H. Brotherton Papers, 1861-1870"
"Brown1"," Jesse Brown"," Sarah Brown,  Thomas Brown Sr.","July 20, 1862","Raleigh","Wake County","NC","Pine Level","Johnston County","NC","Brown Family Papers"
"Brown1"," Jesse Brown"," Sarah Brown,  Thomas Brown Sr.","July 20, 1862","Raleigh","Wake County","NC","Pine Level","Johnston County","NC","Brown Family Papers"
"BrownA1"," Austin Brown"," Bardin Brown,  Ruffin Bailey,  Lanfair Bailey","March 9, 1862","","Johnston County","NC","","","","Austin Brown Letter"
"BrownA1"," Austin Brown"," Bardin Brown,  Ruffin Bailey,  Lanfair Bailey","March 9, 1862","","Johnston County","NC","","","","Austin Brown Letter"
"BrownA1"," Austin Brown"," Bardin Brown,  Ruffin Bailey,  Lanfair Bailey","March 9, 1862","","Johnston County","NC","","","","Austin Brown Letter"
"Caldwell3"," Dinson A. Caldwell "," Robert C. Caldwell ,  Margaret  Caldwell ","April 10, 1862","Kinston","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell3"," Dinson A. Caldwell "," Robert C. Caldwell ,  Margaret  Caldwell ","April 10, 1862","Kinston","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell30"," Robert C. Caldwell "," Margaret  Caldwell ","March 12, 1864","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell31"," Robert C. Caldwell "," Margaret  Caldwell ","March 14, 1864","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell35"," Robert C. Caldwell "," Margaret  Caldwell ","May 22, 1864","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell37"," Robert C. Caldwell "," Margaret  Caldwell ","June 14, 1864","","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell38"," Robert C. Caldwell "," Margaret  Caldwell ","August 15, 1864","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell39"," Robert C. Caldwell "," Margaret  Caldwell ","September 1, 1864","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell4"," Dinson A. Caldwell "," Robert C. Caldwell ,  Margaret  Caldwell ","November 10, 1862","Garysburg","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell4"," Dinson A. Caldwell "," Robert C. Caldwell ,  Margaret  Caldwell ","November 10, 1862","Garysburg","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell40"," Robert C. Caldwell "," Margaret  Caldwell ","September 10, 1864","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell41"," Robert C. Caldwell "," Margaret  Caldwell ","September 26, 1864","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell44"," Robert C. Caldwell "," Margaret  Caldwell ","October 22, 1864","","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell45"," Robert C. Caldwell "," Margaret  Caldwell ","October 25, 1864","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell46"," Robert C. Caldwell "," Margaret  Caldwell ","November 1, 1864","","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell47"," Robert C. Caldwell "," Margaret  Caldwell ","November 10, 1864","","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell5"," Dinson A. Caldwell "," Robert C. Caldwell ,  Margaret  Caldwell ","January 29, 1863","Kinston","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell5"," Dinson A. Caldwell "," Robert C. Caldwell ,  Margaret  Caldwell ","January 29, 1863","Kinston","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell51"," Robert C. Caldwell "," Robert C. Caldwell ","April 28, 1865","","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Caldwell8"," Robert C. Caldwell "," Margaret  Caldwell ","September 30, 1863","Wilmington","","NC","","Cabarrus County","NC","Robert C. Caldwell Collection"
"Campbell1"," Archibald N. McDonald"," Daniel K. Campbell","February 6, 1859","Fayetteville","Cumberland County","NC","","Moore County","NC","Campbell Papers"
"Carpenter1"," Thomas  Carpenter "," Solomon  Carpenter ","July 24, 1862","","Wake County","NC","","Chatham County","NC","Carpenter Family Papers"
"Carpenter6"," Elbert  Carpenter "," Solomon  Carpenter ","November 22, 1862","","Edgecombe County","NC","","Chatham County","NC","Carpenter Family Papers"
"Carpenter7"," Elbert  Carpenter "," Solomon  Carpenter ","November 26, 1862","","Edgecombe County","NC","","Chatham County","NC","Carpenter Family Papers"
"Cunningham1"," John N. Cunningham"," George L. Cunningham Sr.","June 22, 1861","Raleigh","Wake County","NC","","Haywood County","NC","Cunningham Letters"
"Fisher18"," Thomas B. Litton "," Amanda  Fisher ","November 23, 1862","Garysburg","Northampton County","NC","","Chatham County","NC","Fisher Family Papers"
"Fisher19"," Thomas B. Litton "," Amanda  Fisher ","December 29, 1862","Kinston","Lenoir County","NC","","Chatham County","NC","Fisher Family Papers"
"Fisher20"," Thomas B. Litton "," Amanda  Fisher ","","Garysburg","Northampton County","NC","","Chatham County","NC","Fisher Family Papers"
"Fisher21"," Thomas B. Litton "," Amanda  Fisher ","January 9, 1863","Kinston","Lenoir County","NC","","Chatham County","NC","Fisher Family Papers"
"Fisher22"," J. C. Hill "," Lavinia  Fisher ","March 21, 1863","Wilmington","New Hanover County","NC","","Chatham County","NC","Fisher Family Papers"
"Fisher23"," J. G. Page ","""Deer miss""","August 12, 1863","","Iredell County","NC","","Chatham County","NC","Fisher Family Papers"
"Fisher24"," J. C. Hill "," Lavinia  Fisher ","September 20, 1863","Weldon","Halifax County","NC","","Chatham County","NC","Fisher Family Papers"
"Fisher25"," Thomas B. Litton "," Amanda  Fisher ","May 7, 1863","Kinston","Lenoir County","NC","","Chatham County","NC","Fisher Family Papers"
"Fisher3"," L. Lawson Houk "," Lavinia  Fisher ","March 12, 1861","","Burke County","NC","","Chatham County","NC","Fisher Family Papers"
"Gilmer6"," Elias W. Gilmer "," Lavina  Gilmer ","January 5, 1863","New Bern","","NC","","Bucks County","PA","Elias Gilmer Collection"
"Gilmer7"," Elias W. Gilmer "," Saluma  Gilmer ","January 24, 1863","New Bern","","NC","","Bucks County","PA","Elias Gilmer Collection"
"Gorham17"," Eleazor J. Gorham "," Mary Ellen Gorham ","March 25, 1865","Goldsboro","","NC","","Clinton County","OH","Eleazor Gorham Papers"
"Gorham18"," Eleazor J. Gorham "," Mary Ellen Gorham ","March 26, 1865","Goldsboro","","NC","","Clinton County","OH","Eleazor Gorham Papers"
"H.Lawrence1"," Charles L. Moffitt "," Hannah Lawrence  ","September 7, 1861","New Bern","","NC","","","","Hannah Lawrence Papers"
"Harding1"," Thomas G. Harding "," William A. Blount ","July 19, 1860","","Beaufort County","NC","","","","Thomas G. Harding Letters"
"Harding2"," Thomas G. Harding "," William A. Blount ","September 17, 1860","","Beaufort County","NC","","","","Thomas G. Harding Letters"
"Harding3"," Thomas G. Harding "," William A. Blount ","September 28, 1860","","Beaufort County","NC","","","","Thomas G. Harding Letters"
"Hardison2"," Eli H. Brewer "," Hodges  Hardison ","November 21, 1862","","","NC","","","","Hardison Family Papers"
"Hardison3"," Clayton  Hardison "," Hodges  Hardison ","February 12, 1863","Wilmington","New Hanover County","NC","","","","Hardison Family Papers"
"Harrison1"," Jesse  Harrison "," Eliza  Harrison ","December 22, 1863","Washington","Beaufort County","NC","","Beaufort County","NC","Jesse Harrison Papers"
"Harrison2"," Jesse  Harrison "," Eliza  Harrison ","April 28, 1864","Washington","Beaufort County","NC","","Beaufort County","NC","Jesse Harrison Papers"
"Harrison3"," Jesse  Harrison "," Eliza  Harrison ","June 27, 1864","","Carteret County","NC","","Beaufort County","NC","Jesse Harrison Papers"
"Harrison4"," Jesse  Harrison "," Eliza  Harrison ","","","Carteret County","NC","","Beaufort County","NC","Jesse Harrison Papers"
"Hawkins4"," E. T. D. Hawkins"," Margaret Hawkins","February 8, 1863","Wilmington","","NC","","Talbot County","GA","Elijah T. D. Hawkins Letters, 1861-1864"
"Hill2"," Jesse H. Hill "," Emoline  Hill ","March 16, 1864","Kinston","Lenoir County","NC","","Davidson County","NC","Jesse Hill Letters, 1864-1865"
"Holcomb11"," Alfred  Holcomb ,  Chauncey   Holcomb "," Wallace  Holcomb ","October 26, 1862","Shepherdsville","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb11"," Alfred  Holcomb ,  Chauncey   Holcomb "," Wallace  Holcomb ","October 26, 1862","Shepherdsville","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb12"," Alfred  Holcomb "," Emma  Holcomb ","December 7, 1862","","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb13"," Alfred  Holcomb "," Birney  Holcomb ","December 31, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb14"," Alfred  Holcomb "," Birney  Holcomb ","January 1, 1863","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb15"," Alfred  Holcomb ","“Friends at Home”","February 20, 1863","Washington","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb16"," Alfred  Holcomb "," Emma  Holcomb ","May 31, 1863","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb17"," Alfred  Holcomb "," Emma  Holcomb ","July 3, 1863","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb18"," Alfred  Holcomb ","""Dear Brother""","July 21, 1863","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb19"," Alfred  Holcomb "," Emma  Holcomb ","August 4, 1863","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb20"," Alfred  Holcomb ","unknown addressee","August 27, 1863","New Bern","","NC","","","","Alfred Holcomb Collection "
"Holcomb21"," Alfred  Holcomb "," Emma  Holcomb ","August 31, 1858","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb22"," Alfred  Holcomb "," Emma  Holcomb ","September 13, 1863","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb3"," Alfred  Holcomb ,  Chauncey   Holcomb "," Milton  Holcomb ,  Elvira  Holcomb ","April 25, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb3"," Alfred  Holcomb ,  Chauncey   Holcomb "," Milton  Holcomb ,  Elvira  Holcomb ","April 25, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb3"," Alfred  Holcomb ,  Chauncey   Holcomb "," Milton  Holcomb ,  Elvira  Holcomb ","April 25, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb3"," Alfred  Holcomb ,  Chauncey   Holcomb "," Milton  Holcomb ,  Elvira  Holcomb ","April 25, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb4"," Alfred  Holcomb ,  Chauncey   Holcomb "," Emma  Holcomb ","June 13, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb4"," Alfred  Holcomb ,  Chauncey   Holcomb "," Emma  Holcomb ","June 13, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb4"," Alfred  Holcomb ","“Friends at Home”","June 27, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb5"," Alfred  Holcomb "," Birney  Holcomb ,  Wallace  Holcomb ","August 22, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb5"," Alfred  Holcomb "," Birney  Holcomb ,  Wallace  Holcomb ","August 22, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb6"," Alfred  Holcomb ","“Friends at Home”","August 29, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb7"," Alfred  Holcomb ","“Parents Brothers and Sisters”","September 3, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"holcomb8"," Alfred  Holcomb "," Emma  Holcomb ","October 2, 1862","New Bern","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Holcomb9"," Alfred  Holcomb "," Emma  Holcomb ","October 7, 1862","Shepherdsville","","NC","","Hampden County","MA","Alfred Holcomb Collection "
"Johnston18"," Henry P. Johnston "," Mary Jane Johnston ","February 26, 1865","Wilmington","","NC","","","OH","Johnston-Brown Family Papers"
