"Title","Author","Recipient","Date","","","From","","","To","Collection"
"Parrott4"," Josiah R. Parrott "," John Gibson Parrott ","August 26, 1861","Hyattsville","","MD","","Norfolk County","MA","Lewis Leigh Collection"
"Patton23"," William M.  Patton "," James L.  Patton ,  Sarah  Patton ","September 8, 1862","Frederick ","","MD","","Buncombe County","NC","Patton Family Letters, 1860-1864"
"Patton23"," William M.  Patton "," James L.  Patton ,  Sarah  Patton ","September 8, 1862","Frederick ","","MD","","Buncombe County","NC","Patton Family Letters, 1860-1864"
"Poteet3"," G.  C. Dickson "," Martha M. Dickson ","September 8, 1862","Frederick ","","MD","","","","Poteet Family Letters"
"Pratt12"," James  Pratt "," Charlotte  Pratt ","October 4, 1862","Antietam","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt13"," James  Pratt "," Charlotte  Pratt ","October 8, 1862","Pleasant Valley","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt14"," James  Pratt "," Charlotte  Pratt ","October 11, 1862","Pleasant Valley","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt15"," James  Pratt "," Charlotte  Pratt ","October 16, 1862","Pleasant Valley","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt16"," James  Pratt "," Charlotte  Pratt ","October 19, 1862","Pleasant Valley","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt17"," James  Pratt "," Charlotte  Pratt ","October 25, 1862","Pleasant Valley","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt18"," James  Pratt "," Charlotte  Pratt ","October 26, 1862","Pleasant Valley","","MD","North Weymouth","Norfolk County","MA",""
"Pratt4"," James  Pratt "," Charlotte  Pratt ","September 7, 1862","","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt5"," James  Pratt "," Charlotte  Pratt ","September 8, 1862","","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Pratt6"," James  Pratt "," Charlotte  Pratt ","September 10, 1862","Brookeville","","MD","North Weymouth","Norfolk County","MA","James and Charlotte Pratt Papers"
"Proffit5"," Alfred N. Proffit "," Calvin Luther Proffit ","","","","MD","","","","Proffit Family Letters, 1860-1865"
"Skelly1"," Johnston H. Skelly "," Elizabeth A. Skelly ","December 6, 1861","Lutherville","","MD","","","PA","Skelly Family Papers"
"Skelly2"," Charles E. Skelly "," Elizabeth A. Skelly ","December 9, 1861","Lutherville","","MD","Gettysburg","Adams County","PA","Skelly Family Papers"
"Skelly3"," Charles E. Skelly ,  Johnston H. Skelly "," Elizabeth A. Skelly ","December 10, 1861","Lutherville","","MD","Gettysburg","Adams County","PA","Skelly Family Papers"
"Skelly3"," Charles E. Skelly ,  Johnston H. Skelly "," Elizabeth A. Skelly ","December 10, 1861","Lutherville","","MD","Gettysburg","Adams County","PA","Skelly Family Papers"
"Skelly5"," Johnston H. Skelly "," Elizabeth A. Skelly ","February 23, 1862","Lutherville","","MD","Gettysburg","Adams County","PA","John W. Compton Letters"
"Skelly6"," Charles E. Skelly "," Elizabeth A. Skelly ","March 14, 1862","Lutherville","","MD","Gettysburg","Adams County","PA","Skelly Family Papers"
"Skelly8"," Charles E. Skelly "," Elizabeth A. Skelly ","May 9, 1862","Lutherville","","MD","Gettysburg","Adams County","PA","Skelly Family Papers"
"Turner12"," Gersham C. Libby ","""Dear Sister""","January 1, 1863","","Montgomery County","MD","","","","Elisha Turner Papers"
"Turner5"," Gersham C. Libby ","""Dear Sister""","October 30, 1862","","","MD","","","","Elisha Turner Papers"
"Upchurch24"," A. D. Brady "," Isham Simms Upchurch ","June 21, 1865","","","MD","","","","Isham Upchurch Papers, 1843-1888"
"Whitfield10"," John W. Whitfield "," Mary E. Whitfield ","November 17, 1863","","","MD","","Nash County","NC","John W. Whitfield Papers, 1851 (1855-1863) 1907 "
"WilliamHenry2"," William H.  Henry ","Mrs.   Henry ","October 16, 1862","Sharpsburg","","MD","Coatesville","Chester County","PA","William Henry Collection"
"Williams34"," John Wesley Williams ","   Williams ","September 16, 1862","","","MD","","Onslow County","NC","John Wesley Williams Papers, 1861-1863"
"WilliamSmith15"," William A. Smith "," John M. Smith ,  Phebe  Smith ","","Pleasant Valley","","MD","West Chester","Chester County","PA","William A. Smith Letters"
"WilliamSmith15"," William A. Smith "," John M. Smith ,  Phebe  Smith ","","Pleasant Valley","","MD","West Chester","Chester County","PA","William A. Smith Letters"
"Zimmerman20"," James C. Zimmerman "," Adaline  Zimmerman ","November 28, 1863","","","MD","","Forsyth County","NC","James C. Zimmerman Papers"
